Date,Start Time,End Time
2024-01-06,09:00:00,17:00:00
2024-01-11,09:00:00,17:00:00
2024-01-14,16:00:00,17:00:00
2024-01-15,07:00:00,13:50:00
2024-01-17,09:00:00,17:00:00
2024-01-19,09:00:00,17:00:00
2024-01-26,13:10:00,13:10:00
2024-01-26,14:10:00,14:30:00
2024-02-07,16:30:00,17:00:00
2024-02-08,07:00:00,12:40:00
2024-02-13,09:00:00,17:00:00
2024-02-15,09:10:00,10:50:00
2024-02-19,07:00:00,09:00:00
2024-02-19,09:30:00,09:30:00
2024-02-19,10:10:00,10:40:00
2024-02-19,12:20:00,12:20:00
2024-02-19,12:40:00,12:50:00
2024-02-19,13:50:00,15:20:00
2024-02-20,07:00:00,11:30:00
2024-02-22,08:40:00,10:20:00
2024-02-22,10:40:00,11:10:00
2024-02-22,14:10:00,15:10:00
2024-02-24,09:00:00,17:00:00
2024-02-26,09:00:00,17:00:00
2024-02-29,07:00:00,07:10:00
2024-02-29,13:00:00,13:10:00
2024-02-29,13:50:00,14:20:00
2024-03-02,08:20:00,12:00:00
2024-03-04,07:00:00,09:40:00
2024-03-05,07:00:00,07:10:00
2024-03-06,11:20:00,11:40:00
2024-03-06,12:10:00,13:40:00
2024-03-07,11:00:00,11:30:00
2024-03-07,12:00:00,12:00:00
2024-03-07,12:50:00,17:00:00
2024-03-08,07:00:00,12:30:00
2024-03-08,12:50:00,17:00:00
2024-03-09,07:00:00,17:00:00
2024-03-10,07:00:00,17:00:00
2024-03-11,07:00:00,17:00:00
2024-03-12,07:00:00,11:10:00
2024-03-12,11:40:00,11:40:00
2024-03-13,07:00:00,17:00:00
2024-03-14,07:00:00,17:00:00
2024-03-15,07:00:00,16:50:00
2024-03-18,07:00:00,16:50:00
2024-03-19,09:00:00,09:20:00
2024-03-19,10:00:00,12:50:00
2024-03-19,13:40:00,13:40:00
2024-03-19,16:30:00,17:00:00
2024-03-20,07:00:00,17:00:00
2024-03-21,07:00:00,17:00:00
2024-03-22,07:00:00,17:00:00
2024-03-23,07:00:00,14:10:00
2024-03-24,07:00:00,17:00:00
2024-03-25,07:00:00,11:50:00
2024-03-27,09:00:00,17:00:00
2024-03-29,09:00:00,17:00:00
2024-04-03,08:20:00,17:00:00
2024-04-04,07:00:00,17:00:00
2024-04-05,07:00:00,17:00:00
2024-04-06,07:00:00,17:00:00
2024-04-07,07:00:00,17:00:00
2024-04-08,07:00:00,17:00:00
2024-04-09,07:00:00,17:00:00
2024-04-10,07:00:00,17:00:00
2024-04-11,07:00:00,17:00:00
2024-04-12,07:00:00,17:00:00
2024-04-13,07:00:00,17:00:00
2024-04-14,07:00:00,17:00:00
2024-04-15,07:00:00,17:00:00
2024-04-16,07:00:00,17:00:00
2024-04-17,07:00:00,17:00:00
2024-04-20,15:50:00,17:00:00
2024-04-23,17:00:00,17:00:00
2024-04-24,11:10:00,17:00:00
2024-04-25,07:00:00,10:10:00
2024-04-26,07:00:00,11:30:00
2024-04-28,09:00:00,17:00:00
2024-04-30,09:00:00,17:00:00
2024-05-01,07:00:00,15:50:00
2024-05-08,09:00:00,17:00:00
2024-05-10,09:00:00,17:00:00
2024-05-11,08:40:00,09:40:00
2024-05-12,08:50:00,17:00:00
2024-05-13,07:00:00,11:30:00
2024-05-15,09:00:00,17:00:00
2024-05-20,09:00:00,17:00:00
2024-05-21,10:40:00,13:20:00
2024-05-24,09:00:00,17:00:00
2024-05-28,10:40:00,13:40:00
2024-06-01,07:00:00,14:40:00
2024-06-03,07:00:00,12:10:00
2024-06-07,07:00:00,17:00:00
2024-06-08,07:00:00,17:00:00
2024-06-09,07:00:00,17:00:00
2024-06-10,07:00:00,17:00:00
2024-06-11,15:40:00,17:00:00
2024-06-13,09:00:00,17:00:00
2024-06-15,09:00:00,17:00:00
2024-06-17,14:30:00,16:10:00
2024-06-18,14:30:00,16:00:00
2024-06-19,11:40:00,14:20:00
2024-06-23,09:00:00,17:00:00
2024-06-27,09:00:00,17:00:00
2024-06-29,07:00:00,17:00:00
2024-06-30,07:00:00,17:00:00
2024-07-01,07:00:00,13:10:00
2024-07-03,09:00:00,17:00:00
2024-07-07,09:00:00,17:00:00
2024-07-10,10:20:00,16:50:00
2024-07-13,09:00:00,17:00:00
2024-07-15,09:00:00,17:00:00
2024-07-17,10:40:00,17:00:00
2024-07-18,07:00:00,17:00:00
2024-07-19,07:00:00,17:00:00
2024-07-20,07:00:00,17:00:00
2024-07-21,07:00:00,17:00:00
2024-07-22,07:00:00,10:30:00
