Date,Start Time,End Time
2024-03-09,07:00:00,13:50:00
2024-03-12,12:00:00,12:00:00
2024-03-17,09:00:00,17:00:00
2024-04-06,10:30:00,17:00:00
2024-04-07,07:00:00,17:00:00
2024-04-08,07:00:00,16:20:00
2024-04-14,09:00:00,17:00:00
2024-04-16,07:00:00,17:00:00
2024-04-17,07:00:00,17:00:00
2024-04-18,07:00:00,17:00:00
2024-04-19,07:00:00,17:00:00
2024-04-20,07:00:00,17:00:00
2024-04-21,07:00:00,16:20:00
2024-04-30,13:00:00,17:00:00
2024-05-01,07:00:00,16:00:00
2024-05-10,09:30:00,17:00:00
2024-05-11,07:00:00,17:00:00
2024-05-12,07:00:00,17:00:00
2024-05-13,07:00:00,17:00:00
2024-05-14,07:00:00,17:00:00
2024-05-15,07:00:00,17:00:00
2024-05-19,07:20:00,17:00:00
2024-05-20,07:00:00,17:00:00
2024-05-21,07:00:00,17:00:00
2024-05-22,07:00:00,10:30:00
2024-05-24,09:00:00,17:00:00
2024-05-26,09:00:00,17:00:00
2024-05-28,07:00:00,17:00:00
2024-06-01,07:00:00,13:50:00
2024-06-03,09:00:00,17:00:00
2024-06-05,14:20:00,14:20:00
2024-06-06,08:10:00,08:30:00
2024-06-06,11:30:00,11:30:00
2024-06-06,14:30:00,15:30:00
2024-06-06,16:20:00,16:30:00
2024-06-07,07:00:00,17:00:00
2024-06-08,07:00:00,17:00:00
2024-06-09,07:00:00,17:00:00
2024-06-10,07:00:00,17:00:00
2024-06-11,07:00:00,17:00:00
2024-06-12,07:00:00,08:30:00
2024-06-12,08:50:00,08:50:00
2024-06-12,10:50:00,11:10:00
2024-06-12,11:40:00,11:50:00
2024-06-12,12:10:00,12:10:00
2024-06-12,12:30:00,12:30:00
2024-06-12,12:50:00,12:50:00
2024-06-12,13:30:00,17:00:00
2024-06-13,07:00:00,17:00:00
2024-06-14,07:00:00,17:00:00
2024-06-15,07:00:00,12:20:00
2024-06-15,15:50:00,17:00:00
2024-06-16,07:00:00,10:10:00
2024-06-16,10:30:00,10:30:00
2024-06-16,11:40:00,12:00:00
2024-06-16,12:40:00,13:20:00
2024-06-16,14:10:00,15:50:00
2024-06-16,16:30:00,17:00:00
2024-06-17,07:00:00,13:00:00
2024-06-17,13:20:00,13:40:00
2024-06-17,14:30:00,16:40:00
2024-06-20,09:00:00,17:00:00
2024-06-22,10:30:00,17:00:00
2024-06-23,07:00:00,17:00:00
2024-06-24,07:00:00,17:00:00
2024-06-25,07:00:00,17:00:00
2024-06-26,07:00:00,17:00:00
2024-06-27,07:00:00,17:00:00
2024-06-28,07:00:00,15:10:00
2024-06-28,15:40:00,16:50:00
2024-06-29,07:10:00,07:10:00
2024-06-29,12:30:00,17:00:00
2024-06-30,07:00:00,17:00:00
2024-07-01,07:00:00,13:10:00
2024-07-01,13:40:00,14:30:00
2024-07-01,14:50:00,17:00:00
2024-07-02,07:00:00,16:40:00
2024-07-03,07:00:00,11:00:00
2024-07-03,11:40:00,11:40:00
2024-07-03,12:10:00,13:00:00
2024-07-03,14:50:00,15:00:00
2024-07-04,07:00:00,08:50:00
2024-07-04,09:30:00,09:30:00
2024-07-04,10:00:00,17:00:00
2024-07-05,07:00:00,17:00:00
2024-07-06,07:00:00,17:00:00
2024-07-07,07:00:00,17:00:00
2024-07-08,07:00:00,17:00:00
2024-07-09,07:00:00,17:00:00
2024-07-10,11:20:00,17:00:00
