Date,Start Time,End Time
2024-02-21,12:50:00,13:30:00
2024-02-22,09:40:00,11:50:00
2024-02-22,13:00:00,13:50:00
2024-02-23,07:50:00,08:50:00
2024-02-23,16:00:00,17:00:00
2024-02-24,09:50:00,11:30:00
2024-02-24,14:50:00,15:40:00
2024-02-26,07:00:00,08:30:00
2024-02-26,11:20:00,12:30:00
2024-02-26,16:50:00,17:00:00
2024-02-27,13:40:00,15:20:00
2024-02-29,14:20:00,14:50:00
2024-03-01,11:00:00,12:40:00
2024-03-09,09:00:00,17:00:00
2024-03-14,09:00:00,17:00:00
2024-04-03,08:00:00,17:00:00
2024-04-04,07:00:00,17:00:00
2024-04-05,07:00:00,17:00:00
2024-04-06,07:00:00,17:00:00
2024-04-07,07:00:00,17:00:00
2024-04-08,07:00:00,17:00:00
2024-04-09,07:00:00,17:00:00
2024-04-10,07:00:00,17:00:00
2024-04-11,07:00:00,16:50:00
2024-04-14,09:00:00,17:00:00
2024-04-15,10:50:00,16:20:00
2024-04-23,07:00:00,17:00:00
2024-04-24,07:00:00,17:00:00
2024-04-25,07:00:00,17:00:00
2024-04-26,07:00:00,17:00:00
2024-04-27,07:00:00,17:00:00
2024-04-28,07:00:00,17:00:00
2024-04-29,07:00:00,17:00:00
2024-04-30,07:00:00,17:00:00
2024-05-01,07:00:00,17:00:00
2024-05-02,07:00:00,17:00:00
2024-05-03,07:00:00,16:20:00
2024-05-06,09:00:00,17:00:00
2024-05-11,07:00:00,17:00:00
2024-05-12,07:00:00,17:00:00
2024-05-13,07:00:00,12:10:00
2024-05-21,15:20:00,16:10:00
2024-05-22,14:00:00,17:00:00
2024-05-23,07:00:00,13:20:00
2024-05-26,09:00:00,17:00:00
2024-06-03,14:10:00,17:00:00
2024-06-04,07:00:00,17:00:00
2024-06-05,07:00:00,17:00:00
2024-06-06,07:00:00,17:00:00
2024-06-07,07:00:00,17:00:00
2024-06-08,07:00:00,17:00:00
2024-06-09,07:00:00,17:00:00
2024-06-10,07:00:00,17:00:00
2024-06-11,07:00:00,17:00:00
2024-06-14,09:00:00,17:00:00
2024-06-17,14:10:00,15:10:00
2024-06-21,09:00:00,17:00:00
2024-06-28,09:00:00,17:00:00
2024-07-17,09:00:00,17:00:00
2024-07-23,16:00:00,17:00:00
