Date,Start Time,End Time
2024-01-26,07:00:00,15:50:00
2024-01-26,16:10:00,17:00:00
2024-01-27,07:00:00,17:00:00
2024-01-28,07:00:00,17:00:00
2024-01-29,07:00:00,17:00:00
2024-01-30,07:00:00,17:00:00
2024-01-31,07:00:00,17:00:00
2024-02-01,07:00:00,15:50:00
2024-02-03,07:00:00,09:20:00
2024-02-14,09:00:00,17:00:00
2024-02-17,16:20:00,17:00:00
2024-02-18,07:00:00,12:30:00
2024-02-21,09:00:00,17:00:00
2024-02-22,10:50:00,13:30:00
2024-03-05,09:00:00,17:00:00
2024-03-14,09:00:00,17:00:00
2024-03-16,09:00:00,17:00:00
2024-03-19,07:00:00,17:00:00
2024-03-20,07:00:00,11:10:00
2024-03-23,15:00:00,15:00:00
2024-03-24,07:00:00,17:00:00
2024-03-25,07:00:00,17:00:00
2024-03-28,09:00:00,17:00:00
2024-04-02,11:10:00,17:00:00
2024-04-03,10:10:00,14:40:00
2024-04-06,09:30:00,17:00:00
2024-04-07,07:00:00,17:00:00
2024-04-08,07:00:00,16:50:00
2024-04-12,09:00:00,17:00:00
2024-04-14,10:50:00,17:00:00
2024-04-15,07:00:00,16:50:00
2024-04-17,10:40:00,17:00:00
2024-04-18,07:00:00,17:00:00
2024-04-19,07:00:00,17:00:00
2024-04-20,07:00:00,17:00:00
2024-04-21,07:00:00,17:00:00
2024-04-22,07:00:00,17:00:00
2024-04-23,07:00:00,17:00:00
2024-04-24,07:00:00,17:00:00
2024-04-25,07:00:00,17:00:00
2024-04-26,07:00:00,17:00:00
2024-04-27,07:00:00,17:00:00
2024-04-28,07:00:00,17:00:00
2024-04-29,07:00:00,17:00:00
2024-04-30,07:00:00,17:00:00
2024-05-01,07:00:00,17:00:00
2024-05-06,09:00:00,17:00:00
2024-05-07,07:00:00,17:00:00
2024-05-08,07:00:00,17:00:00
2024-05-09,07:00:00,17:00:00
2024-05-10,07:00:00,17:00:00
2024-05-11,07:00:00,17:00:00
2024-05-12,07:00:00,17:00:00
2024-05-13,07:00:00,17:00:00
2024-05-14,07:00:00,17:00:00
2024-05-21,07:00:00,17:00:00
2024-05-22,07:00:00,17:00:00
2024-05-25,16:10:00,17:00:00
2024-05-26,07:00:00,17:00:00
2024-05-27,07:00:00,17:00:00
2024-05-28,07:00:00,17:00:00
2024-05-29,07:00:00,17:00:00
2024-05-30,07:00:00,17:00:00
2024-05-31,07:00:00,17:00:00
2024-06-01,07:00:00,17:00:00
2024-06-02,07:00:00,17:00:00
2024-06-03,07:00:00,17:00:00
2024-06-04,07:00:00,17:00:00
2024-06-05,07:00:00,17:00:00
2024-06-06,07:00:00,17:00:00
2024-06-07,07:00:00,17:00:00
2024-06-08,07:00:00,17:00:00
2024-06-09,07:00:00,17:00:00
2024-06-10,07:00:00,17:00:00
2024-06-11,07:00:00,17:00:00
2024-06-12,07:00:00,17:00:00
2024-06-13,07:00:00,17:00:00
2024-06-14,07:00:00,17:00:00
2024-06-15,07:00:00,17:00:00
2024-06-19,09:00:00,17:00:00
2024-06-23,07:00:00,17:00:00
2024-06-24,07:00:00,17:00:00
2024-06-25,07:00:00,17:00:00
2024-06-26,07:00:00,17:00:00
2024-06-27,07:00:00,17:00:00
2024-06-28,07:00:00,17:00:00
2024-06-29,07:00:00,17:00:00
2024-06-30,07:00:00,17:00:00
2024-07-01,07:00:00,14:10:00
2024-07-05,10:20:00,17:00:00
2024-07-06,07:00:00,17:00:00
2024-07-07,07:00:00,17:00:00
2024-07-08,07:00:00,17:00:00
2024-07-09,07:00:00,17:00:00
2024-07-10,07:00:00,17:00:00
2024-07-11,07:00:00,16:20:00
