Date,Start Time,End Time
2024-03-01,07:00:00,15:30:00
2024-03-15,09:00:00,17:00:00
2024-03-17,09:00:00,17:00:00
2024-04-07,07:00:00,17:00:00
2024-04-08,07:00:00,16:30:00
2024-04-12,09:00:00,17:00:00
2024-04-16,07:00:00,17:00:00
2024-04-17,07:00:00,17:00:00
2024-04-26,09:00:00,17:00:00
2024-05-01,07:00:00,17:00:00
2024-05-10,08:30:00,17:00:00
2024-05-21,09:00:00,17:00:00
2024-05-22,11:50:00,17:00:00
2024-05-23,07:00:00,17:00:00
2024-05-24,07:00:00,17:00:00
2024-05-25,07:00:00,17:00:00
2024-05-26,07:00:00,17:00:00
2024-05-27,07:00:00,17:00:00
2024-05-28,07:00:00,17:00:00
2024-05-29,16:00:00,17:00:00
2024-06-07,07:00:00,17:00:00
2024-06-08,07:00:00,17:00:00
2024-06-09,07:00:00,17:00:00
2024-06-10,07:00:00,17:00:00
2024-06-11,07:00:00,17:00:00
2024-06-12,07:00:00,17:00:00
2024-06-13,07:00:00,17:00:00
2024-06-14,07:00:00,17:00:00
2024-06-15,07:00:00,17:00:00
2024-06-16,07:00:00,17:00:00
2024-06-17,07:00:00,17:00:00
2024-06-19,09:00:00,17:00:00
2024-06-21,09:00:00,17:00:00
2024-06-25,07:00:00,17:00:00
2024-06-26,07:00:00,17:00:00
2024-06-27,07:00:00,17:00:00
2024-06-28,07:00:00,15:30:00
2024-07-02,15:50:00,16:00:00
2024-07-05,09:00:00,17:00:00
2024-07-09,16:50:00,17:00:00
2024-07-13,09:00:00,17:00:00
2024-07-18,15:00:00,17:00:00
