Date,Start Time,End Time
2024-01-14,09:00:00,10:40:00
2024-01-14,11:10:00,12:50:00
2024-01-23,09:00:00,17:00:00
2024-01-29,09:00:00,17:00:00
2024-02-02,12:30:00,17:00:00
2024-02-03,07:00:00,14:50:00
2024-02-07,09:00:00,17:00:00
2024-02-08,09:00:00,17:00:00
2024-02-09,09:00:00,17:00:00
2024-02-15,09:00:00,17:00:00
2024-02-18,09:00:00,17:00:00
2024-02-24,09:00:00,17:00:00
2024-03-05,09:00:00,17:00:00
2024-03-09,09:00:00,17:00:00
2024-03-11,09:00:00,17:00:00
2024-03-13,07:00:00,17:00:00
2024-03-14,09:00:00,17:00:00
2024-03-15,09:00:00,17:00:00
2024-03-18,09:00:00,17:00:00
2024-03-19,09:00:00,17:00:00
2024-04-03,09:00:00,17:00:00
2024-04-10,07:00:00,17:00:00
2024-04-11,07:00:00,17:00:00
2024-04-12,07:00:00,17:00:00
2024-04-13,07:00:00,17:00:00
2024-04-14,07:00:00,17:00:00
2024-04-15,07:00:00,17:00:00
2024-04-16,07:00:00,17:00:00
2024-04-17,07:00:00,17:00:00
2024-04-18,07:00:00,17:00:00
2024-04-19,07:00:00,17:00:00
2024-04-20,07:00:00,17:00:00
2024-04-21,07:00:00,17:00:00
2024-04-22,07:00:00,17:00:00
2024-04-23,07:00:00,17:00:00
2024-04-24,07:00:00,17:00:00
2024-04-25,07:00:00,17:00:00
2024-04-26,07:00:00,17:00:00
2024-04-27,07:00:00,17:00:00
2024-04-28,07:00:00,17:00:00
2024-04-29,07:00:00,17:00:00
2024-04-30,07:00:00,17:00:00
2024-05-01,07:00:00,17:00:00
2024-05-02,07:00:00,17:00:00
2024-05-03,07:00:00,17:00:00
2024-05-07,09:00:00,17:00:00
2024-05-09,09:00:00,17:00:00
2024-05-13,07:00:00,17:00:00
2024-05-14,07:00:00,17:00:00
2024-05-15,16:40:00,17:00:00
2024-05-18,07:00:00,17:00:00
2024-05-19,07:00:00,17:00:00
2024-05-20,07:00:00,17:00:00
2024-05-21,07:00:00,17:00:00
2024-05-22,07:00:00,17:00:00
2024-05-23,07:00:00,17:00:00
2024-05-24,07:00:00,17:00:00
2024-05-25,07:00:00,17:00:00
2024-05-26,07:00:00,16:40:00
2024-05-28,09:00:00,17:00:00
2024-06-02,09:00:00,17:00:00
2024-06-04,09:00:00,17:00:00
2024-06-05,09:00:00,17:00:00
2024-06-09,09:00:00,17:00:00
2024-06-10,09:00:00,17:00:00
2024-06-14,09:00:00,17:00:00
2024-06-19,09:00:00,17:00:00
2024-06-20,07:00:00,17:00:00
2024-06-21,07:00:00,17:00:00
2024-06-22,07:00:00,17:00:00
2024-06-23,07:00:00,11:40:00
2024-06-27,09:00:00,17:00:00
2024-06-29,09:00:00,17:00:00
2024-07-02,07:00:00,17:00:00
2024-07-04,09:00:00,17:00:00
2024-07-06,09:00:00,17:00:00
2024-07-09,09:00:00,17:00:00
2024-07-12,15:40:00,17:00:00
