Date,Start Time,End Time
2024-02-09,07:00:00,14:40:00
2024-02-15,09:00:00,17:00:00
2024-02-18,09:00:00,17:00:00
2024-02-23,07:00:00,17:00:00
2024-02-27,07:00:00,17:00:00
2024-02-28,07:00:00,09:10:00
2024-03-03,07:00:00,11:40:00
2024-03-12,07:00:00,09:00:00
2024-03-14,09:00:00,17:00:00
2024-03-17,09:00:00,17:00:00
2024-03-19,08:40:00,11:10:00
2024-03-23,07:00:00,15:30:00
2024-03-24,07:00:00,17:00:00
2024-03-25,07:00:00,10:50:00
2024-03-30,07:00:00,17:00:00
2024-04-03,08:50:00,17:00:00
2024-04-04,07:00:00,17:00:00
2024-04-05,07:00:00,17:00:00
2024-04-06,07:00:00,17:00:00
2024-04-07,07:00:00,17:00:00
2024-04-08,07:00:00,17:00:00
2024-04-09,07:00:00,13:00:00
2024-04-12,09:00:00,17:00:00
2024-04-16,07:10:00,07:20:00
2024-04-23,07:00:00,17:00:00
2024-04-24,07:00:00,17:00:00
2024-04-25,07:00:00,08:40:00
2024-05-02,08:20:00,17:00:00
2024-05-16,07:00:00,07:50:00
2024-05-16,08:30:00,09:40:00
2024-05-16,10:20:00,11:20:00
2024-05-18,09:00:00,17:00:00
2024-05-22,07:00:00,08:50:00
2024-05-25,07:00:00,17:00:00
2024-05-30,09:00:00,17:00:00
2024-06-05,09:00:00,17:00:00
2024-06-09,07:00:00,17:00:00
2024-06-10,07:00:00,17:00:00
2024-06-11,07:00:00,12:50:00
2024-06-13,16:50:00,17:00:00
2024-06-18,10:10:00,12:40:00
2024-06-19,07:00:00,17:00:00
2024-06-20,07:00:00,17:00:00
2024-06-21,07:00:00,17:00:00
2024-06-22,07:00:00,17:00:00
2024-06-23,07:00:00,17:00:00
2024-06-24,07:00:00,17:00:00
2024-06-25,07:00:00,17:00:00
2024-06-26,07:00:00,17:00:00
2024-06-27,07:00:00,17:00:00
2024-06-28,07:00:00,16:40:00
2024-07-02,07:00:00,17:00:00
2024-07-04,09:00:00,17:00:00
2024-07-05,12:30:00,17:00:00
2024-07-06,07:00:00,17:00:00
2024-07-07,07:00:00,17:00:00
2024-07-08,07:00:00,17:00:00
2024-07-09,07:00:00,17:00:00
2024-07-10,07:00:00,12:50:00
2024-07-12,15:30:00,17:00:00
