DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
2024-03-01 15:40:00,0.17,1015.81,17.67,71.21,2720.14,1.72
2024-03-01 15:50:00,0.13,1015.83,17.71,72.2,2849.5,1.8
2024-03-01 16:00:00,0.13,1015.95,17.3,75.39,2470.83,1.26
2024-03-01 16:10:00,0.16,1015.98,17.02,76.84,2126.67,0.88
2024-03-01 16:20:00,0.3,1016.14,16.67,78.86,1291.75,0.37
2024-03-01 16:30:00,0.15,1016.23,16.58,81.07,1211.33,0.33
2024-03-01 16:40:00,0.41,1016.29,16.36,81.9,1662.58,0.58
2024-03-01 16:50:00,0.47,1016.32,16.06,81.82,1033.42,0.25
2024-03-01 17:00:00,0.12,1016.37,16.08,83.34,608.42,0.1
2024-03-02 07:00:00,0.08,1019.91,14.52,89.11,2030.08,1.2
2024-03-02 07:10:00,0.45,1019.67,14.52,89.16,2216.42,1.57
2024-03-02 07:20:00,0.3,1019.88,14.34,90.62,1153.08,0.38
2024-03-02 07:30:00,0.03,1019.89,14.3,91.73,1477.58,0.55
2024-03-02 07:40:00,0.0,1020.0,14.45,92.82,3602.75,3.22
2024-03-02 07:50:00,0.0,1020.22,14.28,93.18,2036.5,0.97
2024-03-02 08:00:00,0.07,1020.07,14.47,93.12,4572.83,5.56
2024-03-02 08:10:00,0.19,1020.12,14.92,92.38,7579.25,15.52
2024-03-02 08:20:00,0.17,1020.07,15.32,91.32,7975.25,15.91
2024-03-02 08:30:00,0.04,1020.17,15.64,91.8,7512.5,12.63
2024-03-02 08:40:00,0.0,1020.28,15.38,91.24,4851.5,5.54
2024-03-02 08:50:00,0.0,1020.26,14.99,92.18,4291.92,4.18
2024-03-02 09:00:00,0.16,1020.07,15.24,91.56,7150.83,12.72
2024-03-02 09:10:00,0.05,1020.05,15.8,90.29,10986.67,27.27
2024-03-02 09:20:00,0.4,1020.03,16.14,89.09,11774.5,31.21
2024-03-02 09:30:00,0.25,1020.02,16.54,88.07,11342.83,28.82
2024-03-02 09:40:00,0.03,1019.96,16.51,89.14,9599.67,20.17
2024-03-02 09:50:00,0.03,1019.97,16.95,88.4,12791.58,36.16
2024-03-02 10:00:00,0.2,1019.88,17.04,86.03,12686.08,36.43
2024-03-02 10:10:00,0.0,1019.8,17.55,85.41,12158.75,34.72
2024-03-02 10:20:00,0.13,1019.88,16.96,79.88,6967.67,9.19
2024-03-02 10:30:00,0.23,1019.97,16.85,79.52,14024.83,41.35
2024-03-02 10:40:00,0.24,1019.72,17.08,79.99,15911.42,56.6
2024-03-02 10:50:00,0.03,1019.62,17.76,77.92,16900.75,66.72
2024-03-02 11:00:00,0.24,1019.58,18.01,74.3,13967.33,48.69
2024-03-02 11:10:00,0.02,1019.72,17.03,76.31,6387.75,8.81
2024-03-02 11:20:00,0.32,1019.54,17.01,76.84,16085.83,62.54
2024-03-02 11:30:00,0.54,1019.18,18.09,74.38,22045.33,117.37
2024-03-02 11:40:00,0.89,1018.91,17.32,76.45,17253.67,68.13
2024-03-02 11:50:00,0.38,1018.84,17.87,74.1,13444.0,56.72
2024-03-02 12:00:00,0.28,1018.88,16.63,77.88,3666.25,2.53
2024-03-02 12:10:00,0.06,1018.81,16.07,82.68,5135.5,5.32
2024-03-02 12:20:00,0.03,1018.63,15.92,86.34,7014.42,11.95
2024-03-02 12:30:00,0.02,1018.45,16.31,85.76,10780.5,31.34
2024-03-02 12:40:00,0.04,1018.37,16.29,84.57,5729.83,7.44
2024-03-02 12:50:00,0.0,1018.09,15.87,86.84,6137.83,8.02
2024-03-02 13:00:00,0.0,1017.81,15.97,86.94,6931.67,10.96
2024-03-02 13:10:00,0.0,1017.59,16.18,87.4,6380.5,8.27
