DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
2024-05-14 16:50:00,0.22,1007.62,25.6,63.3,5998.0,8.47
2024-05-14 17:00:00,0.45,1007.77,25.36,64.63,4886.33,5.63
2024-05-15 07:00:00,0.09,1009.58,39.43,31.48,15279.42,45.74
2024-05-15 07:10:00,0.0,1009.65,38.09,33.33,16343.5,50.14
2024-05-15 07:20:00,0.02,1009.74,38.09,33.33,28970.75,84.08
2024-05-15 07:30:00,0.16,1009.78,39.55,29.91,40715.9,134.34
2024-05-15 07:40:00,0.03,1009.89,42.47,25.06,51339.95,241.49
2024-05-15 07:50:00,0.0,1009.87,42.8,24.05,44240.87,208.64
2024-05-15 08:00:00,0.07,1009.86,42.9,23.51,55024.8,311.36
2024-05-15 08:10:00,0.19,1009.84,43.43,22.12,61199.04,390.74
2024-05-15 08:20:00,0.1,1009.81,44.29,21.38,69080.68,509.4
2024-05-15 08:30:00,0.03,1009.94,45.34,19.65,75512.77,618.05
2024-05-15 08:40:00,0.02,1009.82,46.7,17.93,82983.28,751.38
2024-05-15 08:50:00,0.08,1009.74,45.94,18.16,86003.83,732.01
2024-05-15 09:00:00,0.14,1009.7,45.44,18.86,70353.52,514.5
2024-05-15 09:10:00,0.05,1009.74,46.13,17.89,86816.19,858.86
2024-05-15 09:20:00,0.13,1009.85,44.59,19.17,92698.44,973.21
2024-05-15 09:30:00,0.98,1009.84,41.9,22.91,98789.31,1118.93
2024-05-15 09:40:00,1.77,1009.84,38.53,28.44,101973.91,1218.32
2024-05-15 09:50:00,1.56,1009.76,36.91,31.47,97006.45,1150.41
2024-05-15 10:00:00,1.12,1009.72,37.42,30.93,92921.43,1097.7
2024-05-15 10:10:00,1.52,1009.57,37.64,30.08,93217.38,1158.4
2024-05-15 10:20:00,1.03,1009.64,37.11,31.14,86444.24,1100.23
2024-05-15 10:30:00,0.99,1009.59,36.88,31.59,83813.98,1061.63
2024-05-15 10:40:00,1.63,1009.53,36.24,33.02,86542.89,1173.36
2024-05-15 10:50:00,1.89,1009.41,36.65,32.06,98822.91,1547.26
2024-05-15 11:00:00,1.67,1009.42,37.34,31.19,104864.54,1785.37
2024-05-15 11:10:00,2.58,1009.51,37.07,31.52,88695.19,1556.85
2024-05-15 11:20:00,2.21,1009.42,35.64,34.49,94057.6,1888.85
2024-05-15 11:30:00,2.85,1009.42,35.56,35.28,82432.72,1778.03
2024-05-15 11:40:00,2.66,1009.32,36.11,34.61,76279.32,1803.56
2024-05-15 11:50:00,3.3,1009.19,35.26,36.18,69154.89,1712.16
2024-05-15 12:00:00,2.26,1009.12,35.95,34.44,68438.12,1833.15
2024-05-15 12:10:00,3.51,1009.15,35.95,34.73,73108.02,2062.86
2024-05-15 12:20:00,3.17,1009.1,36.42,33.91,72246.05,2088.41
2024-05-15 12:30:00,2.46,1009.01,37.13,32.7,72990.86,2101.36
2024-05-15 12:40:00,3.14,1008.95,36.23,33.99,59577.19,1582.64
2024-05-15 12:50:00,2.97,1008.78,35.8,35.17,67214.08,1952.53
2024-05-15 13:00:00,3.04,1008.71,35.63,35.65,65463.57,1923.62
2024-05-15 13:10:00,3.07,1008.46,35.51,35.82,65342.1,1991.58
2024-05-15 13:20:00,3.47,1008.35,35.3,36.24,62394.86,1911.96
2024-05-15 13:30:00,3.55,1008.39,34.64,37.25,53395.48,1426.34
2024-05-15 13:40:00,2.73,1008.37,32.6,42.03,45530.97,775.27
2024-05-15 13:50:00,3.12,1008.34,33.47,40.1,49842.48,1138.15
2024-05-15 14:00:00,3.08,1008.26,32.26,42.86,42472.4,712.52
2024-05-15 14:10:00,2.55,1008.17,31.74,44.13,36245.75,350.78
2024-05-15 14:20:00,2.34,1008.08,31.27,45.35,31604.25,251.4
2024-05-15 14:30:00,2.09,1008.16,30.68,47.0,30380.25,235.55
2024-05-15 14:40:00,2.84,1008.05,30.22,48.0,28066.83,197.32
2024-05-15 14:50:00,2.19,1008.07,29.95,49.0,24585.08,150.72
2024-05-15 15:00:00,3.2,1008.18,29.45,50.57,25023.17,156.96
2024-05-15 15:10:00,2.71,1008.17,28.97,51.66,19729.33,92.96
2024-05-15 15:20:00,2.55,1008.09,28.63,52.62,17407.42,73.15
2024-05-15 15:30:00,2.78,1007.9,28.03,53.93,15526.25,59.11
2024-05-15 15:40:00,1.69,1008.21,28.02,54.35,11062.67,31.36
2024-05-15 15:50:00,1.67,1008.16,27.63,55.36,13172.5,41.07
2024-05-15 16:00:00,1.86,1008.4,27.68,55.25,13223.17,40.99
2024-05-15 16:10:00,1.67,1008.16,27.43,55.41,11106.5,32.11
2024-05-15 16:20:00,1.95,1008.43,27.15,56.66,9006.41,20.18
2024-05-15 16:30:00,1.21,1008.7,26.78,58.21,6408.92,11.62
2024-05-15 16:40:00,1.54,1008.65,26.5,58.93,6836.58,11.96
2024-05-15 16:50:00,1.55,1008.74,26.4,59.3,6282.33,9.68
2024-05-15 17:00:00,1.45,1009.04,26.39,59.46,4308.67,5.19
2024-05-16 07:00:00,0.24,1013.31,35.75,33.57,19021.67,82.14
2024-05-16 07:10:00,0.02,1013.4,36.71,31.19,20678.5,90.64
2024-05-16 07:20:00,0.04,1013.5,38.1,28.61,26209.33,99.66
2024-05-16 07:30:00,0.02,1013.48,38.58,27.23,31157.33,106.1
2024-05-16 07:40:00,0.02,1013.49,39.69,24.77,38089.34,164.62
2024-05-16 07:50:00,0.35,1013.48,41.05,21.91,46672.03,260.23
2024-05-16 08:00:00,0.38,1013.33,41.08,20.69,53792.5,373.35
2024-05-16 08:10:00,0.11,1013.42,42.01,19.21,56580.9,445.83
2024-05-16 08:20:00,0.35,1013.43,43.07,17.76,59635.94,529.86
2024-05-16 08:30:00,0.24,1013.28,42.69,17.39,67750.27,666.13
2024-05-16 08:40:00,0.12,1013.19,45.09,15.1,77207.76,841.59
2024-05-16 08:50:00,0.95,1013.15,43.08,15.25,74543.0,860.99
2024-05-16 09:00:00,1.94,1013.04,38.74,21.82,82678.89,969.67
2024-05-16 09:10:00,1.97,1012.75,38.56,21.57,95898.32,1257.85
