DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
2024-03-02 07:00:00,0.26,1020.5,14.54,94.36,2717.0,1.66
2024-03-02 07:10:00,1.06,1020.26,14.63,94.02,3511.75,2.82
2024-03-02 07:20:00,0.45,1020.5,14.53,95.1,1607.33,0.58
2024-03-02 07:30:00,0.0,1020.49,14.52,96.08,1734.92,0.63
2024-03-02 07:40:00,0.13,1020.61,14.77,96.68,4238.92,3.78
2024-03-02 07:50:00,0.34,1020.78,14.72,97.03,2838.75,1.63
2024-03-02 08:00:00,0.15,1020.64,14.77,96.86,6213.92,8.33
2024-03-02 08:10:00,0.11,1020.64,15.78,95.55,12269.0,29.31
2024-03-02 08:20:00,0.1,1020.58,16.58,93.8,13612.17,38.47
2024-03-02 08:30:00,0.0,1020.66,16.85,93.16,10517.67,21.35
2024-03-02 08:40:00,0.05,1020.78,16.05,94.67,6629.92,8.39
2024-03-02 08:50:00,0.03,1020.74,15.47,95.67,5106.17,4.92
2024-03-02 09:00:00,0.64,1020.56,16.51,92.91,19133.0,121.96
2024-03-02 09:10:00,1.09,1020.4,21.67,75.69,40267.29,319.77
2024-03-02 09:20:00,1.23,1020.38,20.81,75.19,28759.28,151.91
2024-03-02 09:30:00,1.22,1020.44,19.35,79.48,20021.5,68.62
2024-03-02 09:40:00,1.1,1020.4,18.26,78.84,15427.33,40.48
2024-03-02 09:50:00,0.84,1020.36,18.57,80.1,18208.58,54.19
2024-03-02 10:00:00,0.64,1020.25,18.51,79.01,16047.42,45.49
2024-03-02 10:10:00,0.17,1020.16,19.52,76.58,17753.83,55.66
2024-03-02 10:20:00,0.47,1020.26,18.42,74.55,7036.83,8.95
2024-03-02 10:30:00,0.61,1020.33,17.5,82.35,16586.17,55.43
2024-03-02 10:40:00,0.65,1020.07,18.29,81.9,21849.75,87.3
2024-03-02 10:50:00,0.77,1019.97,18.73,77.8,26501.58,121.15
2024-03-02 11:00:00,0.35,1019.89,19.16,76.11,20966.5,86.07
2024-03-02 11:10:00,0.46,1020.03,17.63,79.56,9231.33,14.63
2024-03-02 11:20:00,0.53,1019.83,17.81,79.81,24346.67,107.87
2024-03-02 11:30:00,0.76,1019.47,19.87,76.93,34744.53,219.96
2024-03-02 11:40:00,0.87,1019.16,18.89,79.54,24777.92,110.26
2024-03-02 11:50:00,0.81,1019.09,19.6,76.68,21938.33,101.89
2024-03-02 12:00:00,0.55,1019.17,17.05,83.38,5103.17,4.01
2024-03-02 12:10:00,0.18,1019.12,16.4,87.58,7435.33,8.34
2024-03-02 12:20:00,0.24,1018.96,16.39,90.54,10801.25,21.94
2024-03-02 12:30:00,0.1,1018.74,17.32,89.02,17236.83,58.17
2024-03-02 12:40:00,0.03,1018.66,17.49,88.62,9173.42,14.25
2024-03-02 12:50:00,0.11,1018.42,16.56,90.21,8302.17,12.22
2024-03-02 13:00:00,0.02,1018.15,17.04,91.18,10223.58,17.88
2024-03-02 13:10:00,0.32,1017.92,16.74,90.09,7796.92,10.11
2024-03-02 13:20:00,0.0,1017.8,16.32,91.84,6086.0,5.25
2024-03-02 13:30:00,0.07,1017.58,16.48,91.35,7522.0,8.17
2024-03-02 13:40:00,0.13,1017.43,16.68,90.34,10774.83,18.48
2024-03-02 13:50:00,0.52,1017.14,17.67,85.15,17905.17,52.47
2024-03-02 14:00:00,0.36,1017.07,16.99,85.3,8848.66,13.0
2024-03-02 14:10:00,0.51,1016.93,16.61,85.83,7847.5,10.22
2024-03-02 14:20:00,0.4,1016.86,16.74,86.46,7670.83,9.65
2024-03-02 14:30:00,0.45,1016.87,16.63,86.28,7543.42,9.43
2024-03-02 14:40:00,0.14,1016.72,16.66,88.7,7489.08,10.04
2024-03-02 14:50:00,0.03,1016.68,16.49,87.63,6617.0,7.88
