DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
2024-01-06 07:00:00,0.0,1016.6,14.46,82.03,1211.08,0.15
2024-01-06 07:10:00,0.0,1016.64,14.38,82.65,1626.58,0.3
2024-01-06 07:20:00,0.0,1016.76,14.37,83.0,2048.75,0.52
2024-01-06 07:30:00,0.0,1016.93,14.67,82.0,2479.58,0.83
2024-01-06 07:40:00,0.0,1017.08,14.77,82.2,3151.17,1.59
2024-01-06 07:50:00,0.0,1017.28,15.18,80.32,4026.3,2.5
2024-01-06 08:00:00,0.0,1017.27,15.52,78.94,3958.5,2.42
2024-01-06 08:10:00,0.0,1017.47,15.79,78.48,4130.42,2.56
2024-01-06 08:20:00,0.0,1017.65,16.09,77.5,4969.58,3.77
2024-01-06 08:30:00,0.0,1017.6,16.45,75.53,5688.83,5.22
2024-01-06 08:40:00,0.15,1017.6,16.86,73.84,5093.92,4.05
2024-01-06 08:50:00,0.77,1017.61,17.05,73.56,5380.67,4.72
2024-01-06 09:00:00,0.2,1017.59,17.48,71.16,5775.5,5.63
2024-01-06 09:10:00,0.8,1017.54,17.86,68.55,6086.42,6.42
2024-01-06 09:20:00,0.73,1017.44,18.3,66.06,6402.04,7.15
2024-01-06 09:30:00,1.31,1017.35,18.56,66.09,6659.67,7.79
2024-01-06 09:40:00,0.23,1017.19,19.01,65.75,6925.91,8.42
2024-01-06 09:50:00,0.33,1017.0,19.32,64.17,7182.83,9.06
2024-01-06 10:00:00,0.0,1016.78,19.82,63.02,7429.08,9.36
2024-01-06 10:10:00,0.0,1016.59,20.24,58.79,7627.5,9.81
2024-01-06 10:20:00,0.0,1016.37,20.61,59.12,7859.08,10.39
2024-01-06 10:30:00,0.0,1016.22,20.92,58.13,8128.52,10.94
2024-01-06 10:40:00,0.0,1016.03,21.13,57.04,8475.5,11.81
2024-01-06 10:50:00,0.0,1015.88,21.4,56.53,8891.75,12.92
2024-01-06 11:00:00,0.0,1015.7,21.74,55.75,9408.92,14.24
2024-01-06 11:10:00,0.0,1015.53,21.81,55.25,10035.83,15.95
2024-01-06 11:20:00,0.0,1015.37,22.08,55.45,10615.67,17.74
2024-01-06 11:30:00,0.0,1015.19,22.47,54.13,11449.83,20.19
2024-01-06 11:40:00,0.0,1015.15,22.76,52.66,12468.08,23.54
2024-01-06 11:50:00,0.0,1014.98,23.24,49.81,13855.08,28.61
2024-01-06 12:00:00,0.0,1014.85,23.37,49.27,30714.82,52.37
2024-01-06 12:10:00,0.0,1014.73,28.55,39.53,117758.2,1941.94
2024-01-06 12:20:00,0.04,1014.61,37.48,23.55,117758.2,1932.08
2024-01-06 12:30:00,0.0,1014.46,40.59,19.05,117758.2,1910.08
2024-01-06 12:40:00,0.0,1014.24,40.55,19.21,117758.2,1913.83
2024-01-06 12:50:00,0.0,1014.04,40.51,19.51,117758.2,1919.15
2024-01-06 13:00:00,0.0,1014.03,40.79,19.43,117758.2,1921.53
2024-01-06 13:10:00,0.0,1013.87,41.33,18.24,117758.2,1930.15
2024-01-06 13:20:00,0.0,1013.92,42.31,17.13,117758.2,1904.61
2024-01-06 13:30:00,0.0,1013.74,41.76,17.93,117758.2,1865.23
2024-01-06 13:40:00,0.0,1013.62,41.57,18.38,91732.99,1439.4
2024-01-06 13:50:00,0.0,1013.4,35.96,25.35,61898.83,895.88
2024-01-06 14:00:00,0.0,1013.38,38.31,22.96,105357.6,1792.85
2024-01-06 14:10:00,0.0,1013.24,39.41,21.76,95134.83,1597.65
2024-01-06 14:20:00,0.0,1013.22,39.17,22.23,82983.82,1329.94
2024-01-06 14:30:00,0.0,1013.07,32.79,31.75,15562.92,43.12
2024-01-06 14:40:00,0.0,1012.96,28.63,40.26,17500.32,165.44
2024-01-06 14:50:00,0.0,1012.93,27.16,44.17,12440.58,31.6
2024-01-06 15:00:00,0.0,1012.98,27.14,45.83,24741.89,214.54
2024-01-06 15:10:00,0.0,1013.08,27.44,44.76,20145.42,120.99
2024-01-06 15:20:00,0.0,1013.06,29.21,41.32,14172.92,93.49
2024-01-06 15:30:00,0.17,1013.15,26.87,45.75,9113.0,15.74
2024-01-06 15:40:00,0.0,1013.29,25.46,50.13,9840.25,18.52
2024-01-06 15:50:00,0.0,1013.41,24.75,52.61,7103.58,9.23
2024-01-06 16:00:00,0.0,1013.5,24.01,54.95,4682.58,3.81
2024-01-06 16:10:00,0.0,1013.66,23.31,57.08,3048.58,1.84
2024-01-06 16:20:00,0.0,1013.78,22.85,59.13,537.58,0.08
2024-01-06 16:30:00,0.0,1013.9,22.63,60.74,485.58,0.05
2024-01-06 16:40:00,0.0,1014.07,22.52,61.22,709.67,0.08
2024-01-06 16:50:00,0.12,1014.24,22.29,62.0,551.17,0.04
2024-01-06 17:00:00,0.0,1014.34,22.02,63.66,279.0,0.01
2024-01-07 07:00:00,0.0,1018.59,19.12,75.38,239.92,0.01
2024-01-07 07:10:00,0.0,1018.72,19.23,74.96,351.25,0.02
2024-01-07 07:20:00,0.0,1018.94,19.01,75.7,536.42,0.05
2024-01-07 07:30:00,0.0,1019.16,19.16,75.47,551.33,0.04
2024-01-07 07:40:00,0.0,1019.39,18.84,76.23,501.0,0.04
2024-01-07 07:50:00,0.0,1019.48,18.79,76.6,897.17,0.14
2024-01-07 08:00:00,0.0,1019.5,19.09,75.49,1082.08,0.2
2024-01-07 08:10:00,0.0,1019.71,19.37,73.69,1213.75,0.27
2024-01-07 08:20:00,0.0,1019.71,19.5,72.5,1095.33,0.2
2024-01-07 08:30:00,0.0,1019.76,19.52,72.16,1385.08,0.33
2024-01-07 08:40:00,0.0,1019.92,19.52,70.88,995.75,0.17
2024-01-07 08:50:00,0.0,1020.03,19.6,69.7,1166.17,0.23
2024-01-07 09:00:00,0.0,1020.23,19.71,67.99,1523.67,0.41
2024-01-07 09:10:00,0.0,1020.23,19.84,66.07,2143.0,0.83
2024-01-07 09:20:00,0.0,1020.42,20.0,64.92,2940.75,1.55
2024-01-07 09:30:00,0.0,1020.46,20.11,64.08,2550.0,1.14
2024-01-07 09:40:00,0.0,1020.48,20.14,64.34,3129.25,1.74
2024-01-07 09:50:00,0.0,1020.38,20.36,63.0,4411.25,3.38
2024-01-07 10:00:00,0.0,1020.36,20.44,61.91,3535.33,2.17
2024-01-07 10:10:00,0.0,1020.36,20.25,60.71,3122.17,1.67
2024-01-07 10:20:00,0.0,1020.3,20.2,60.01,3616.67,2.25
2024-01-07 10:30:00,0.0,1020.21,20.2,59.21,3647.92,2.29
2024-01-07 10:40:00,0.0,1020.15,20.23,59.4,3722.96,2.42
2024-01-07 10:50:00,0.0,1020.07,20.38,59.5,4376.67,3.46
2024-01-07 11:00:00,0.0,1019.87,20.51,58.58,5454.75,5.14
2024-01-07 11:10:00,0.0,1019.79,20.5,58.01,4831.0,4.05
2024-01-07 11:20:00,0.0,1019.59,20.43,57.8,5103.5,4.55
2024-01-07 11:30:00,0.0,1019.51,20.43,57.42,5411.16,5.05
2024-01-07 11:40:00,0.0,1019.39,20.28,57.34,4330.08,3.23
2024-01-07 11:50:00,0.0,1019.2,20.21,57.43,3824.92,2.53
2024-01-07 12:00:00,0.0,1019.03,20.2,57.12,4552.0,3.68
2024-01-07 12:10:00,0.0,1018.99,20.19,56.96,4589.08,3.69
2024-01-07 12:20:00,0.0,1018.93,20.32,56.73,5257.04,4.97
2024-01-07 12:30:00,0.0,1018.77,20.39,56.08,5563.67,5.7
2024-01-07 12:40:00,0.0,1018.58,20.57,55.17,6680.08,8.19
2024-01-07 12:50:00,0.0,1018.53,20.56,54.75,6121.42,6.79
2024-01-07 13:00:00,0.0,1018.45,20.56,54.28,6608.33,8.05
2024-01-07 13:10:00,0.0,1018.5,20.61,54.14,5346.42,5.29
2024-01-07 13:20:00,0.0,1018.43,20.47,54.85,4303.25,3.34
2024-01-07 13:30:00,0.0,1018.41,20.23,55.34,3797.42,2.6
2024-01-07 13:40:00,0.0,1018.38,20.12,55.58,3612.5,2.28
2024-01-07 13:50:00,0.0,1018.27,20.07,55.41,3412.75,2.01
2024-01-07 14:00:00,0.0,1018.14,20.06,55.67,3203.42,1.79
2024-01-07 14:10:00,0.0,1018.1,19.94,55.75,2632.33,1.19
2024-01-07 14:20:00,0.0,1018.12,19.86,55.52,2772.5,1.31
2024-01-07 14:30:00,0.0,1018.11,19.85,55.77,2634.69,1.17
2024-01-07 14:40:00,0.0,1018.13,19.84,55.74,2586.67,1.2
2024-01-07 14:50:00,0.0,1018.16,19.91,55.7,2986.08,1.6
2024-01-07 15:00:00,0.0,1018.02,19.92,55.73,3000.83,1.66
2024-01-07 15:10:00,0.0,1018.07,20.06,56.03,3254.5,1.95
2024-01-07 15:20:00,0.0,1018.11,20.1,55.64,3116.83,1.8
2024-01-07 15:30:00,0.0,1018.24,20.12,55.72,2683.75,1.38
2024-01-07 15:40:00,0.0,1018.32,20.04,56.15,2131.0,0.85
2024-01-07 15:50:00,0.0,1018.4,19.97,56.92,1791.67,0.59
2024-01-07 16:00:00,0.0,1018.48,19.88,57.41,1376.5,0.36
2024-01-07 16:10:00,0.0,1018.53,19.8,57.75,1148.83,0.24
2024-01-07 16:20:00,0.0,1018.56,19.68,58.49,942.5,0.17
2024-01-07 16:30:00,0.0,1018.68,19.55,59.18,496.58,0.04
2024-01-07 16:40:00,0.0,1018.8,19.35,60.14,300.08,0.01
2024-01-07 16:50:00,0.0,1018.82,19.35,60.74,270.92,0.01
2024-01-07 17:00:00,0.0,1018.77,19.34,60.8,162.58,0.0
2024-01-08 07:00:00,0.0,1018.33,16.64,80.21,1434.83,0.4
2024-01-08 07:10:00,0.0,1018.36,16.85,79.66,2103.5,0.85
2024-01-08 07:20:00,0.0,1018.38,17.03,78.47,2730.42,1.35
