DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
2024-04-21 16:30:00,1.14,1004.55,34.16,51.19,30410.88,155.57
2024-04-21 16:40:00,1.19,1004.63,34.23,50.79,25631.0,93.4
2024-04-21 16:50:00,0.72,1004.69,33.84,52.04,18820.75,42.24
2024-04-21 17:00:00,0.94,1004.72,32.68,54.73,11643.83,16.75
2024-04-22 07:00:00,0.19,1005.04,37.92,38.56,23102.17,92.9
2024-04-22 07:10:00,1.72,1005.24,38.22,36.43,24519.92,115.99
2024-04-22 07:20:00,0.96,1005.11,38.31,36.14,20863.5,87.21
2024-04-22 07:30:00,0.85,1005.07,36.89,37.8,24464.75,125.56
2024-04-22 07:40:00,0.46,1005.16,38.36,35.6,27570.67,180.25
2024-04-22 07:50:00,0.26,1005.2,40.03,32.8,30411.67,225.09
2024-04-22 08:00:00,0.27,1005.25,40.74,31.28,28538.17,224.68
2024-04-22 08:10:00,0.21,1005.26,42.78,28.46,28023.83,351.36
2024-04-22 08:20:00,0.55,1005.26,45.23,24.5,31692.25,522.59
2024-04-22 08:30:00,0.78,1005.24,46.94,22.55,37281.85,691.74
2024-04-22 08:40:00,0.75,1005.21,47.69,20.94,39998.54,692.61
2024-04-22 08:50:00,0.21,1005.23,48.66,19.82,47193.1,698.96
2024-04-22 09:00:00,0.48,1005.18,50.01,18.07,63973.42,784.59
2024-04-22 09:10:00,0.43,1005.15,49.09,18.79,69234.31,828.96
2024-04-22 09:20:00,0.64,1005.15,48.25,19.81,66913.65,850.24
2024-04-22 09:30:00,0.77,1005.14,47.55,21.01,65495.55,814.45
2024-04-22 09:40:00,0.32,1005.05,47.59,20.54,64625.5,766.65
2024-04-22 09:50:00,0.87,1004.98,45.3,23.52,56791.85,580.94
2024-04-22 10:00:00,0.46,1004.76,44.36,25.48,48744.0,431.69
2024-04-22 10:10:00,0.99,1004.73,42.87,27.71,37075.38,243.81
2024-04-22 10:20:00,0.68,1004.67,40.93,30.86,44454.85,322.14
2024-04-22 10:30:00,0.57,1004.76,42.15,28.82,56856.9,518.18
2024-04-22 10:40:00,0.92,1004.69,42.19,29.13,50915.71,435.32
2024-04-22 10:50:00,0.5,1004.56,41.9,30.13,50486.79,428.71
2024-04-22 11:00:00,1.18,1004.36,43.14,28.56,84042.72,1113.55
2024-04-22 11:10:00,0.8,1004.36,45.49,25.1,90911.99,1039.03
2024-04-22 11:20:00,1.12,1004.27,45.13,24.85,80762.7,978.13
2024-04-22 11:30:00,1.19,1004.12,46.56,23.31,115234.85,1279.6
2024-04-22 11:40:00,1.43,1003.89,47.98,21.32,116371.73,1310.15
2024-04-22 11:50:00,1.46,1003.76,47.29,21.95,105822.46,1221.7
2024-04-22 12:00:00,1.8,1003.6,45.63,24.5,71300.9,712.32
2024-04-22 12:10:00,2.31,1003.45,41.45,30.81,66669.99,722.88
2024-04-22 12:20:00,2.24,1003.13,40.72,32.6,72860.76,895.2
2024-04-22 12:30:00,1.97,1002.91,43.44,28.45,106213.64,1544.0
2024-04-22 12:40:00,2.57,1002.8,42.84,29.24,73273.14,829.93
2024-04-22 12:50:00,1.75,1002.75,41.57,31.51,75955.52,871.24
2024-04-22 13:00:00,2.01,1002.64,41.16,32.12,66085.64,676.82
2024-04-22 13:10:00,1.96,1002.43,39.68,35.26,50467.93,396.04
2024-04-22 13:20:00,2.26,1002.33,38.83,37.42,50329.03,397.43
2024-04-22 13:30:00,2.05,1002.34,38.26,38.9,44512.31,329.13
2024-04-22 13:40:00,1.78,1002.34,37.44,40.66,40078.32,259.98
2024-04-22 13:50:00,1.94,1002.28,38.46,38.92,68815.82,791.55
2024-04-22 14:00:00,1.91,1002.29,38.31,38.79,43264.08,303.07
2024-04-22 14:10:00,1.32,1002.15,38.1,39.03,41672.06,276.07
2024-04-22 14:20:00,1.81,1001.94,38.28,38.31,48500.35,377.07
2024-04-22 14:30:00,1.07,1001.6,38.75,37.48,52669.46,412.51
2024-04-22 14:40:00,1.3,1001.65,38.96,37.74,47282.93,402.93
2024-04-22 14:50:00,1.12,1001.76,36.19,43.01,19139.0,61.2
2024-04-22 15:00:00,0.94,1001.58,34.04,53.7,15464.42,40.69
2024-04-22 15:10:00,0.59,1001.73,31.43,60.71,9555.42,16.71
2024-04-22 15:20:00,0.38,1001.86,30.88,63.01,7902.33,10.63
2024-04-22 15:30:00,0.65,1001.86,29.86,71.73,8923.58,13.49
2024-04-22 15:40:00,0.43,1001.94,28.64,82.94,11675.83,23.84
2024-04-22 15:50:00,0.05,1001.72,29.14,85.6,18635.42,57.75
2024-04-22 16:00:00,0.0,1001.79,29.17,86.07,13898.58,32.53
2024-04-22 16:10:00,0.0,1001.8,28.0,87.82,9004.92,13.81
2024-04-22 16:20:00,0.0,1002.03,27.77,89.63,5463.75,5.15
2024-04-22 16:30:00,1.14,1002.04,27.49,89.06,4428.0,3.46
2024-04-22 16:40:00,2.34,1002.07,26.41,88.15,7221.58,9.35
2024-04-22 16:50:00,2.14,1002.1,26.12,89.33,7178.33,10.03
2024-04-22 17:00:00,3.04,1002.17,26.23,87.81,8181.17,12.82
2024-04-23 07:00:00,0.64,1003.86,29.2,66.56,16172.67,56.66
2024-04-23 07:10:00,1.37,1004.09,28.79,67.88,16409.67,56.2
2024-04-23 07:20:00,0.48,1004.02,32.06,58.87,18110.58,84.56
2024-04-23 07:30:00,0.52,1004.17,33.24,54.01,22010.08,113.99
2024-04-23 07:40:00,0.5,1004.28,34.34,50.09,22585.5,121.87
2024-04-23 07:50:00,0.76,1004.35,33.09,52.44,15496.67,57.67
2024-04-23 08:00:00,0.62,1004.32,30.3,59.57,15390.5,41.38
2024-04-23 08:10:00,1.41,1004.42,29.16,63.22,17204.67,50.79
2024-04-23 08:20:00,1.34,1004.47,28.71,64.42,19088.92,63.07
2024-04-23 08:30:00,0.1,1004.45,30.76,59.35,28110.92,145.23
2024-04-23 08:40:00,0.28,1004.43,32.51,53.68,30149.08,166.91
2024-04-23 08:50:00,0.3,1004.57,35.46,44.7,39064.23,361.46
2024-04-23 09:00:00,0.46,1004.62,35.64,43.37,25224.95,137.87
2024-04-23 09:10:00,0.47,1004.58,33.66,47.57,30125.08,154.76
2024-04-23 09:20:00,0.47,1004.58,33.18,49.49,21176.75,83.88
2024-04-23 09:30:00,0.73,1004.4,31.71,53.11,20160.25,67.25
2024-04-23 09:40:00,0.32,1004.34,31.64,54.33,21366.42,75.28
2024-04-23 09:50:00,0.23,1004.15,32.05,53.59,23410.08,89.12
2024-04-23 10:00:00,0.27,1004.02,32.4,51.63,29040.33,140.18
2024-04-23 10:10:00,0.7,1003.91,33.9,48.24,44817.47,337.71
2024-04-23 10:20:00,0.29,1003.86,36.57,42.26,44734.82,337.63
2024-04-23 10:30:00,0.22,1003.68,37.98,39.01,46594.94,351.53
2024-04-23 10:40:00,1.05,1003.73,37.21,39.56,35855.97,223.16
2024-04-23 10:50:00,0.34,1003.61,35.1,43.73,24061.42,98.14
2024-04-23 11:00:00,0.29,1003.66,34.26,43.01,26479.0,116.48
2024-04-23 11:10:00,0.84,1003.51,33.39,46.33,19918.5,72.0
2024-04-23 11:20:00,0.0,1003.39,32.98,47.63,22644.67,91.54
2024-04-23 11:30:00,0.0,1003.2,34.72,44.42,38383.85,247.94
2024-04-23 11:40:00,0.4,1003.28,36.07,40.7,27517.25,140.43
2024-04-23 11:50:00,0.19,1003.23,34.54,43.71,14335.0,37.94
2024-04-23 12:00:00,0.17,1003.2,32.8,48.15,11412.42,21.05
2024-04-23 12:10:00,0.05,1002.93,31.84,50.88,10964.83,19.48
2024-04-23 12:20:00,0.05,1002.72,31.27,52.36,10664.08,19.38
2024-04-23 12:30:00,0.25,1002.64,31.39,52.41,16068.92,43.61
2024-04-23 12:40:00,0.12,1002.6,32.54,50.25,22789.58,89.14
2024-04-23 12:50:00,0.0,1002.52,33.82,46.47,21073.5,77.88
2024-04-23 13:00:00,0.1,1002.34,33.85,45.54,17244.08,52.42
2024-04-23 13:10:00,0.0,1002.34,33.52,46.83,14454.42,37.55
2024-04-23 13:20:00,0.11,1002.38,32.51,49.17,11718.83,24.45
2024-04-23 13:30:00,0.08,1002.25,31.98,50.47,12944.0,30.24
2024-04-23 13:40:00,0.0,1002.07,32.56,50.33,22335.67,87.98
2024-04-23 13:50:00,0.0,1002.1,34.15,46.27,27422.75,133.48
2024-04-23 14:00:00,0.05,1002.08,34.73,44.41,27484.92,134.49
2024-04-23 14:10:00,0.06,1001.96,35.15,42.88,30213.33,161.14
2024-04-23 14:20:00,0.03,1001.77,34.92,43.43,29544.08,153.02
2024-04-23 14:30:00,0.1,1001.74,35.1,43.01,27354.0,130.01
2024-04-23 14:40:00,0.22,1001.57,34.96,43.25,24490.08,105.1
2024-04-23 14:50:00,0.05,1001.54,34.42,45.05,22441.84,88.25
2024-04-23 15:00:00,0.1,1001.61,33.33,47.49,20798.08,76.67
2024-04-23 15:10:00,0.0,1001.59,33.5,47.83,26283.17,118.48
2024-04-23 15:20:00,0.0,1001.78,34.51,45.05,26582.92,120.5
2024-04-23 15:30:00,0.0,1001.71,34.44,44.86,23720.0,98.29
2024-04-23 15:40:00,0.0,1001.69,33.8,47.26,19665.58,69.17
2024-04-23 15:50:00,0.14,1001.57,32.5,50.56,16966.17,51.25
2024-04-23 16:00:00,0.06,1001.51,32.19,51.8,15194.5,41.26
2024-04-23 16:10:00,0.13,1001.44,31.4,54.12,12606.75,28.65
2024-04-23 16:20:00,0.0,1001.32,30.78,56.46,10705.67,20.41
2024-04-23 16:30:00,0.0,1001.21,30.67,56.7,7847.0,11.62
2024-04-23 16:40:00,0.0,1001.12,30.31,57.96,6317.83,7.19
2024-04-23 16:50:00,0.0,1001.19,29.89,59.21,5768.42,6.06
2024-04-23 17:00:00,0.06,1001.43,29.44,61.07,4744.92,4.16
2024-04-24 07:00:00,0.0,1005.09,24.52,85.52,3889.83,2.47
2024-04-24 07:10:00,0.0,1005.21,24.58,87.05,4994.75,3.96
2024-04-24 07:20:00,0.0,1005.21,24.38,90.52,4502.17,3.22
2024-04-24 07:30:00,0.0,1005.23,24.3,91.41,4217.58,2.87
2024-04-24 07:40:00,0.0,1005.31,24.18,91.81,3843.58,2.4
2024-04-24 07:50:00,0.0,1005.57,24.09,91.95,3773.5,2.41
2024-04-24 08:00:00,0.0,1005.7,24.05,92.02,5421.17,6.05
2024-04-24 08:10:00,0.0,1005.68,24.44,91.43,9447.17,16.2
2024-04-24 08:20:00,0.04,1005.83,24.75,91.08,6243.58,7.73
2024-04-24 08:30:00,0.06,1005.98,24.97,89.92,7925.75,10.5
2024-04-24 08:40:00,0.0,1006.04,24.79,89.6,6703.58,6.97
2024-04-24 08:50:00,0.12,1006.17,24.51,90.06,3682.67,2.09
2024-04-24 09:00:00,0.28,1006.08,24.32,90.78,5511.5,4.6
2024-04-24 09:10:00,1.33,1006.2,24.04,90.33,5037.0,3.88
2024-04-24 09:20:00,1.49,1006.18,23.77,91.25,5485.75,4.75
2024-04-24 09:30:00,1.34,1006.33,23.52,92.7,6829.17,5.77
2024-04-24 09:40:00,1.08,1006.23,23.78,93.06,13429.92,27.06
