DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
2024-02-28 07:00:00,0.03,1017.65,16.9,84.95,3641.25,9.72
2024-02-28 07:10:00,0.07,1017.8,17.47,82.92,3812.92,6.86
2024-02-28 07:20:00,0.0,1017.85,17.62,82.48,4657.17,8.38
2024-02-28 07:30:00,0.07,1017.92,18.2,80.77,7583.58,26.87
2024-02-28 07:40:00,0.07,1017.95,19.99,74.29,13708.75,79.06
2024-02-28 07:50:00,0.51,1017.92,20.93,69.24,14752.5,97.42
2024-02-28 08:00:00,0.34,1017.96,21.22,67.49,12717.0,66.15
2024-02-28 08:10:00,0.33,1018.04,21.41,66.4,12313.0,65.48
2024-02-28 08:20:00,0.42,1017.96,22.83,61.4,27737.66,306.65
2024-02-28 08:30:00,0.38,1017.92,26.74,50.46,45491.48,942.74
2024-02-28 08:40:00,0.68,1017.84,29.51,42.7,55407.18,1241.73
2024-02-28 08:50:00,0.74,1017.76,30.4,39.92,58776.86,1283.95
2024-02-28 09:00:00,0.18,1017.73,31.49,38.49,58577.94,1361.11
2024-02-28 09:10:00,0.27,1017.66,33.19,34.98,62333.59,1479.82
2024-02-28 09:20:00,0.46,1017.61,33.96,32.98,62931.05,1478.53
2024-02-28 09:30:00,0.2,1017.5,35.5,30.89,68778.81,1587.64
2024-02-28 09:40:00,0.54,1017.4,35.88,29.58,73161.92,1621.98
2024-02-28 09:50:00,0.46,1017.34,36.5,28.62,79109.22,1654.63
2024-02-28 10:00:00,0.42,1017.13,37.23,26.81,87920.56,1714.41
2024-02-28 10:10:00,0.38,1016.96,37.83,26.34,92978.04,1698.16
2024-02-28 10:20:00,0.61,1016.79,37.9,26.46,102021.7,1739.66
2024-02-28 10:30:00,0.73,1016.64,37.62,26.29,105696.13,1729.31
2024-02-28 10:40:00,0.88,1016.46,33.92,31.77,45345.94,703.68
2024-02-28 10:50:00,0.77,1016.25,27.69,43.97,8514.0,26.06
2024-02-28 11:00:00,0.31,1016.02,26.15,48.87,7785.34,22.38
2024-02-28 11:10:00,0.4,1015.77,26.27,49.62,7285.0,19.72
2024-02-28 11:20:00,0.43,1015.48,26.0,50.31,7248.0,18.3
2024-02-28 11:30:00,0.24,1015.3,26.07,50.93,7791.75,20.1
2024-02-28 11:40:00,0.59,1015.03,26.06,51.0,6374.33,15.46
2024-02-28 11:50:00,1.64,1014.87,25.29,52.93,6990.67,17.77
2024-02-28 12:00:00,1.54,1014.63,24.94,54.0,6859.17,17.6
2024-02-28 12:10:00,1.37,1014.42,24.87,54.5,5738.5,13.62
2024-02-28 12:20:00,0.92,1014.2,25.31,53.21,5967.5,13.73
2024-02-28 12:30:00,0.59,1014.04,25.1,53.62,7858.92,21.35
2024-02-28 12:40:00,0.48,1013.84,25.57,53.38,8240.0,21.29
2024-02-28 12:50:00,0.34,1013.7,25.55,53.7,6498.67,13.93
2024-02-28 13:00:00,0.32,1013.55,24.78,56.64,4800.17,8.8
2024-02-28 13:10:00,0.31,1013.29,24.84,56.39,4436.08,7.32
2024-02-28 13:20:00,1.38,1013.14,24.34,57.62,4184.83,6.07
2024-02-28 13:30:00,1.33,1013.05,23.64,60.44,3392.33,4.32
2024-02-28 13:40:00,1.2,1012.92,23.66,61.02,5718.92,10.61
2024-02-28 13:50:00,1.3,1012.77,23.88,60.53,6351.25,13.7
2024-02-28 14:00:00,1.19,1012.65,23.84,60.6,5779.0,11.13
2024-02-28 14:10:00,0.84,1012.56,23.83,60.88,5049.67,8.8
2024-02-28 14:20:00,0.55,1012.5,23.68,61.68,3320.0,4.08
2024-02-28 14:30:00,0.98,1012.43,23.33,62.75,2556.58,2.48
2024-02-28 14:40:00,0.44,1012.27,23.09,63.98,2201.83,1.9
2024-02-28 14:50:00,0.61,1012.18,23.07,64.13,2413.08,2.26
2024-02-28 15:00:00,0.24,1012.14,22.92,64.82,2090.67,1.69
2024-02-28 15:10:00,0.3,1012.18,22.96,64.48,1734.17,1.15
2024-02-28 15:20:00,0.35,1012.19,22.87,65.02,1532.17,0.92
2024-02-28 15:30:00,0.57,1012.28,22.61,66.31,1029.75,0.44
2024-02-28 15:40:00,0.63,1012.35,22.36,66.83,606.42,0.17
2024-02-28 15:50:00,0.43,1012.49,22.24,67.32,397.17,0.07
2024-02-28 16:00:00,0.25,1012.53,22.1,68.31,351.5,0.06
2024-02-28 16:10:00,0.46,1012.67,22.02,69.1,371.42,0.06
2024-02-28 16:20:00,0.22,1012.8,21.93,69.77,374.08,0.07
2024-02-28 16:30:00,0.0,1012.98,21.74,73.41,353.75,0.06
2024-02-28 16:40:00,0.21,1013.14,21.07,78.64,405.75,0.08
