DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
2024-04-18 07:00:00,0.06,1001.79,28.08,68.18,11884.08,22.66
2024-04-18 07:10:00,0.06,1001.9,28.68,66.61,12909.92,28.41
2024-04-18 07:20:00,0.02,1002.21,29.08,65.31,11329.0,21.88
2024-04-18 07:30:00,0.15,1002.57,29.45,64.32,17251.83,48.54
2024-04-18 07:40:00,0.19,1002.49,30.59,60.45,26329.83,108.24
2024-04-18 07:50:00,0.19,1002.56,32.39,54.62,28898.58,140.55
2024-04-18 08:00:00,0.04,1002.75,32.77,53.77,24395.58,107.67
2024-04-18 08:10:00,0.03,1003.08,33.58,51.65,25315.75,114.05
2024-04-18 08:20:00,0.16,1003.33,34.8,48.69,44160.62,169.8
2024-04-18 08:30:00,0.23,1003.27,39.52,37.76,72974.51,353.54
2024-04-18 08:40:00,0.46,1003.17,37.48,40.31,25051.08,95.8
2024-04-18 08:50:00,0.0,1003.3,35.79,44.75,21411.25,70.97
2024-04-18 09:00:00,0.1,1003.36,35.79,45.02,32026.82,163.64
2024-04-18 09:10:00,0.04,1003.48,35.08,46.79,14743.5,41.11
2024-04-18 09:20:00,1.31,1003.59,31.56,62.2,2073.42,0.62
2024-04-18 09:30:00,3.49,1003.88,25.58,89.19,2028.83,0.6
2024-04-18 09:40:00,3.14,1004.06,24.83,92.26,9740.58,15.16
2024-04-18 09:50:00,3.22,1004.33,24.52,92.69,9474.92,22.24
2024-04-18 10:00:00,2.45,1004.32,24.74,92.56,11589.08,22.66
2024-04-18 10:10:00,3.17,1004.52,24.32,92.77,12903.33,29.86
2024-04-18 10:20:00,3.69,1004.58,24.46,92.06,16863.42,44.37
2024-04-18 10:30:00,2.81,1004.41,24.34,92.66,13626.25,30.62
2024-04-18 10:40:00,3.04,1004.43,24.29,92.94,11758.5,22.0
2024-04-18 10:50:00,3.63,1004.47,24.0,92.8,14750.58,33.28
2024-04-18 11:00:00,3.62,1004.44,24.09,92.34,15154.58,35.97
2024-04-18 11:10:00,3.57,1004.43,23.99,92.2,10353.58,16.19
2024-04-18 11:20:00,2.82,1004.24,23.83,92.59,5657.92,4.77
2024-04-18 11:30:00,1.98,1004.32,23.8,93.0,5379.25,4.31
2024-04-18 11:40:00,3.05,1004.34,23.71,92.55,6980.58,7.0
2024-04-18 11:50:00,2.74,1004.26,23.82,92.32,8269.17,9.48
2024-04-18 12:00:00,3.54,1004.28,23.66,91.72,6480.58,5.62
2024-04-18 12:10:00,3.36,1004.29,23.57,91.33,6993.58,6.54
2024-04-18 12:20:00,3.07,1004.32,23.57,91.15,4873.92,3.11
2024-04-18 12:30:00,4.03,1004.39,23.3,90.59,4540.92,2.62
2024-04-18 12:40:00,3.7,1004.44,23.02,91.5,4528.67,2.6
2024-04-18 12:50:00,3.97,1004.34,22.77,91.54,5613.84,4.35
2024-04-18 13:00:00,4.34,1004.44,22.6,91.03,5184.5,3.66
2024-04-18 13:10:00,2.86,1004.54,22.6,91.79,4932.25,3.27
2024-04-18 13:20:00,3.6,1004.58,22.56,91.28,6686.67,6.5
2024-04-18 13:30:00,3.09,1004.6,22.56,91.31,8738.0,11.59
2024-04-18 13:40:00,2.13,1004.61,22.64,91.84,10083.17,15.73
2024-04-18 13:50:00,0.92,1004.63,22.8,92.61,6939.58,7.6
2024-04-18 14:00:00,1.65,1004.65,22.8,92.43,8021.67,10.1
2024-04-18 14:10:00,1.54,1004.79,22.63,92.85,6904.92,7.23
2024-04-18 14:20:00,1.61,1004.86,22.66,92.87,8039.59,10.35
2024-04-18 14:30:00,0.84,1004.86,22.88,92.82,9740.75,15.22
2024-04-18 14:40:00,1.52,1004.86,23.03,92.49,8866.42,13.68
2024-04-18 14:50:00,1.36,1004.86,22.98,92.06,9302.92,15.58
2024-04-18 15:00:00,1.22,1004.91,22.81,92.98,5054.58,4.54
2024-04-18 15:10:00,1.12,1004.84,22.93,92.69,10810.42,19.53
2024-04-18 15:20:00,1.2,1004.84,22.95,92.51,7762.08,12.74
2024-04-18 15:30:00,0.27,1004.85,22.8,93.12,4296.67,3.15
2024-04-18 15:40:00,0.59,1004.96,22.65,93.62,4184.0,2.94
2024-04-18 15:50:00,0.31,1004.98,22.74,93.73,5881.08,6.21
2024-04-18 16:00:00,0.95,1004.96,22.68,93.8,5468.25,5.63
2024-04-18 16:10:00,0.76,1005.16,22.59,93.8,4037.42,3.21
2024-04-18 16:20:00,0.72,1005.21,22.5,93.85,5036.83,4.59
2024-04-18 16:30:00,0.48,1005.3,22.45,93.91,4358.5,3.48
2024-04-18 16:40:00,0.83,1005.29,22.28,94.09,2971.83,1.6
2024-04-18 16:50:00,1.48,1005.43,22.18,94.29,1859.75,0.66
2024-04-18 17:00:00,0.61,1005.56,22.07,94.38,1374.0,0.37
2024-04-19 07:00:00,0.72,1007.09,23.29,85.24,11783.5,23.03
2024-04-19 07:10:00,0.31,1007.1,23.89,83.48,13346.25,29.44
2024-04-19 07:20:00,0.09,1007.19,24.64,81.58,16911.33,46.22
2024-04-19 07:30:00,0.64,1007.25,25.13,77.95,17421.08,50.15
2024-04-19 07:40:00,0.65,1007.22,25.43,76.34,21099.08,72.47
2024-04-19 07:50:00,0.21,1007.19,26.33,73.48,25638.17,103.76
2024-04-19 08:00:00,0.48,1007.25,26.96,71.2,25332.25,104.88
2024-04-19 08:10:00,0.5,1007.34,27.3,69.63,26041.25,113.26
2024-04-19 08:20:00,0.64,1007.42,27.57,69.06,24698.58,104.55
2024-04-19 08:30:00,0.6,1007.42,28.02,66.84,29042.92,139.76
2024-04-19 08:40:00,0.36,1007.4,28.71,62.98,33198.83,182.41
2024-04-19 08:50:00,0.56,1007.4,29.46,61.0,32008.66,175.9
2024-04-19 09:00:00,0.38,1007.39,30.07,58.57,35020.66,207.44
2024-04-19 09:10:00,0.53,1007.38,30.69,55.92,31559.67,171.07
2024-04-19 09:20:00,0.76,1007.36,30.74,55.2,34765.91,212.34
2024-04-19 09:30:00,0.92,1007.49,31.68,53.14,43202.12,221.99
2024-04-19 09:40:00,1.3,1007.53,31.96,52.05,39350.41,106.51
2024-04-19 09:50:00,1.04,1007.42,32.33,50.14,38327.69,189.02
2024-04-19 10:00:00,0.72,1007.27,32.75,49.63,37817.7,260.5
2024-04-19 10:10:00,0.29,1007.16,33.67,46.36,42127.73,290.65
2024-04-19 10:20:00,0.34,1007.01,35.19,41.43,57467.65,215.12
2024-04-19 10:30:00,0.43,1006.98,37.43,35.53,69209.34,293.4
2024-04-19 10:40:00,0.84,1006.82,38.4,34.46,61383.58,243.69
2024-04-19 10:50:00,0.94,1006.63,38.35,33.52,61223.66,250.9
2024-04-19 11:00:00,1.0,1006.48,38.88,32.56,54530.48,211.08
2024-04-19 11:10:00,0.81,1006.3,38.54,33.0,50980.93,187.03
2024-04-19 11:20:00,0.5,1006.16,39.04,32.45,51469.14,192.54
2024-04-19 11:30:00,1.03,1006.09,39.5,31.4,56778.01,227.08
2024-04-19 11:40:00,0.98,1005.92,39.84,31.15,64909.59,291.06
2024-04-19 11:50:00,1.42,1005.78,39.74,30.7,60060.9,256.07
2024-04-19 12:00:00,1.72,1005.66,38.92,32.36,57271.97,235.56
2024-04-19 12:10:00,1.69,1005.39,39.01,32.4,54245.68,214.47
2024-04-19 12:20:00,1.62,1005.12,39.06,32.74,47691.04,195.18
2024-04-19 12:30:00,1.64,1004.89,37.59,35.12,39482.35,272.87
2024-04-19 12:40:00,1.61,1004.85,36.0,38.64,29097.83,155.12
2024-04-19 12:50:00,1.97,1004.64,35.39,41.29,32824.75,196.75
2024-04-19 13:00:00,1.89,1004.66,34.12,44.76,32855.75,199.08
2024-04-19 13:10:00,2.0,1004.63,33.44,46.43,29639.42,153.87
2024-04-19 13:20:00,1.81,1004.43,32.74,48.37,21760.08,86.74
2024-04-19 13:30:00,1.54,1004.26,31.51,51.15,14338.08,38.28
